index,Review,category,sentiment_predicted
287,"관객동원 1000만을 넘겼다길래 믿고보는 배우들(최민식, 유해진) 이 나온다기에 관람했는데 한방 임팩트가 없었네요 환타지인지 뭔지 장르를 알 수 없는 영화란 생각이 드는 영화네요~",actor,0
288,재미있게 잘봤습니다 과연 신이 있는지 궁금하죠 ㅎㅎ,story,1
289,간만에 재밌게 봤다. 지루해 할 틈도 없고.,story,1
290,800만때 한번 보고 1천만 때 또 한번 봤는대도 재미있다,story,1
291,재밋습니다 ㅎ 한국영화 입니다,story,1
292,가리워진 가벼움을 감출 수 없다,story,0
293,천만영화에 저도 드디어 동참했네요 숨은 의도도 있고 좋은 시간이였어요,story,1
294,"너무 재밌고 수준높은 영화에요 강추 연기굿,각본굿",story,1
295,배우들 연기가 너무 좋았습니다. 천만이나 봤다는게 의야하지만. 실체가 있는 정령이라는게. 무서움이 없는 공포물?,actor,1
296,모든 배우 연기가 다 너무 훌륭해서 감탄하면서 봤네요.... 그리고 좀 뮤서웠음ㅋㅋㅋ,actor,1
297,역시 좋은 배우들의 좋은 영화!,actor,1
298,긴장되면서 재미있었다. 한국적인 요소가 잘 버무려진 오컬트 영화.,story,1
299,재밌네요!! 사바하보다 더 이해가 잘 감 보길 잘한듯,story,1
300,저는 재있게 봤습니다.,story,1
301,아주 좋았어요 김고은의 연기는 역시 배우 누구하나 빠지는것이 없는,actor,1
302,험한것이 지대로 나와부럿어,story,0
303,미친...고은이 연기력 최고 관록있는 최민식 선배님....역쒸 끝장나네,actor,0
304,참 뭐라 표현하기 어려운 영화지만서도 몰입감 하나는 예술인 영화였음,story,1
305,공포영화 잘언보는데 잘만들어졌다길래 좋아하는 최민식 유해진배우 볼려구.... 배우들연기 진찌 좋아요,actor,1
306,감독님. 정말 이쪽 장르의 한국 거장이 되가고 계시네요. (이미 거장이신가? ㅎ),story,1
307,정말 재밌었고 무서웠어요 또 보고 싶네요,story,1
308,연기란 이런것인가~~ 👍👍👍👍,actor,1
309,"몰입감 최고, 재미있게 봤어요",story,1
310,무서웡무서웡무서원ㅜㅜㅜㅜ,story,1
311,무서웠어요 배우들 끝내주네요,actor,1
312,배우들의 연기로 실감나는 오컬트의 매력에 푹 빠져버렸네요. 신구 배우들의 조화와 오싹과 살벌에 애국심이 깊게 표현되어 보고나서 왠지모를 뜨거움이 밀려오네요.,actor,1
313,파묘 천만 축하! 잘 보고 왔네요,story,1
314,오랫만에 한국영화 천만관객영화를 봤네요 음악이 너무 좋았고 연출과 연기도 좋았어요,actor,1
315,좋았지만 그만큼 아쉬움도 좀 남았던 영화 ㅎㅎ.. 오컬트 입문용으로는 아주 좋은거같아요,story,1
316,"너무너무 즐거웠어요. 휘몰아치는 전개와 연기력, 연출 다 잡은 영화",directing,1
317,오컬트 영화를 그닥 좋아하는 편은 아닌데 평이 너무 좋아 인볼수가 없었네요. 정말 .. 연기자들 연기가 어쩜.. 하나같이 다 미쳤음. 귀가 좀 예민한편이라 효과음이 살짝 힘들긴했지만 소름돋고 좋았네요,actor,1
318,역시 쪽바리는 음습하네요!,story,0
319,스토리 탄탄하고 연기력 죽이시고 간만에 재미있게 봤습니다.,story,1
320,너무 재미있게 재관람했어요!,story,1
321,김고은 연기 진짜 역대급 대박. 김고은의 재발견임. 제발 꼭 보세요. 2024년에 반드시 봐야할 영화.,actor,1
322,한국인을 위한 한국 영화로 배우들의 연기가 일품.,actor,1
323,역시 친일파놈들과...쪽바리는 때려 죽여야돼...라는 것을 새삼 더 느끼게 만든 영화 건국전쟁 이승만이가 나를 파묘보기로 이끌었다! 결론은 파묘와 친일파 때려잡기 대성공!,story,0
324,좋은 배우들의 좋은연가 굿굿,actor,1
325,너무너무 재밌게 봤어요. 오랜만에 잠 못 자겠는데요. 숨은 심령사진 찾는 재미가 쏠쏠합니다. 그리고 사운드가 대단하네요. 첫 장면 부터 파방파방 중간중간 소리지를뻔 장면이 한두개가 아닌데 다들 너무 조용히 보셔서 입틀막 하면서 봤네요. 배우들을 연기도 훌륭했습니다.,actor,1
326,시간가는 줄 모르고 집중해서 봤습니다 ! 한사람 한사람 연기력이 대단해요 👍🏻 또 보고 싶은영화,actor,1
327,배우연기도 좋았고 스토리도 좋았어요! 영화 재밌어요~^^,story,1
328,ㅅㅗㅍ 또 반일이야? ㅋㅋㅋㅋ 반일 없으면 영화를 못만드냐? 포르쉐 타는 무당? 염.병을 하는구나. 이래서 내가 한국영화 극장에서 안보는데 미쳤지 어휴,story,0
329,"흥미진진,배우들 연기 짱!!",actor,1
330,다들보라고 할때 이유가있다! 파묘 거의 끝물에 막차탑승! 쫄깃한거 좋아하는 사람에게 추천해요!,story,1
331,그냥 보시면 압니다 왜 천만인지👏👏👏,story,1
332,"딱 보는순간..,타이밍 좋고 천만은 당연히 가겠다~",story,1
333,몰입감이 상당했습니다. 영화보는 시간이 짧게 느껴진 것은 최근 들어 오랜만인 것 같습니다. 신선한 소재의 영화 감사합니다.,story,1
334,쫄보도 충분히 재밌게 봏 수 있음,story,1
335,오컬트에 역사와 설화를 집어넣었네요 색다른 내용이었습니다. 배우들 연기가 넘 좋네요,actor,1
336,긴장감 생소한 문화 느끼며 흥미진진하게 관람,story,1
337,몰입도 최강입니다 연기력짱,actor,1
338,와 살다살다 영화관가서 잤는경우 2번째임 노잼보지마셈,story,0
339,몰입감 굿 재밌게 잘 봤습니다,story,1
340,연출.출연지.스토리까지 2시간 순삭 이였어요,story,0
341,다들 연기의 신들이네요.너무 잘 봤어요~,actor,1
342,호불호가 갈릴수 있으나 매우 재미있게 봄,story,1
343,나에겐 쿠앤크 처럼 어우러 지지만 너에겐 민트초코 처럼 싫을 수 있다,story,0
344,오컬트가 취향도 아니지만 주연배우들 라인업 보고 영화는 보고 싶었지만 실질적으로 보고 싶은 마음은 안 들었었는데 천만을 찍었길래 천만 찍은 데에는 이유가 있겠지 하고 봤습니다. 몰입감이 장난 아니라 후반부에는 눈 가리고 귀 막고 본 것 같아요ㅋㅋㅋ 전개도 연출도 너무 재밌게 잘 봤습니다,directing,1
345,배우들의 열연과 역사적인 시점도 있어서 재미있네요.,story,1
346,천만영화가 되었네 ^^,story,1
347,재밌게 봤어용 추천합니다,story,1
348,진짜 너무 무섭네요 ㄷㄷ,story,1
349,오랜만에 시간가는 줄 모르고 봤어요.,story,1
350,스토리가 촘촘하게 짜여지고 좋았음,story,1
351,K컬트 천만의 기록을 이룬 파묘 축하드려요👏,story,1
352,호기심가득 기대가득 모든 오감을 만족한 영화다,story,0
353,시간 가는줄 모르고 재미있게 봤어요,story,1
354,파묘를 통한 오컬트수작이고 몰입도가 최상이며 최민식배우와김고은배우의 불꽃연기가 돋보이는 영화입니다 강추합니다^^,actor,1
355,장재현감독 영화 세편중 검은사제들이 젤 낫다,story,0
356,전 이순신 장군 최민식 배우의 왜장 귀신 물리치기. 역사적 사건까지 끌어들이지 말지. 중반부까지는 좋았음. 매력적인 김고은. 이도현 배우. 언제나 정이 가는 유해진 배우,actor,0
357,배우들 연기력에 푹 빠진 영화 영화 스토리가 많은것을 생각하게 하는 영화입니다,story,1
358,일본을한번더다시쳐다보게만드는영화~연기자님들 너무연기잘하세요~시간가는줄모르고보았고2번보았네요,actor,1
359,"재밌고 배우들 연기 좋다 사바하만큼 흡입력 있는 스토리는 아니지만 3,1절에 요즘같은 시대에 볼만한 재밌는 영화",story,1
360,ㅠㅠ 너무너무 재미 있는 영화인데 업무전화가 많아서 ㅠㅠ 다시 봐야겠습니다!,story,1
361,초반에 몰입해서 보다가 나중에 일본귀신 나올때는 갑자기 왜 영화가 산으로가나 했는데 나중에 감독피셜 듣고 이해함,story,0
362,재미있게 봤어요....,story,1
363,파묘는 말해뭐해요 n차관람에 드디어 천만돌파,story,1
364,너무 재밌어요~ 추천합니다~,story,1
365,재밌어요. 배우들 연기도 잘하고.. 근데 제발 정치적으로 이용하지는 맙시다.,actor,1
366,1000만 영화 다운 내용의 스토리와 배우들의 연기 재밌게 관람 했습니다 일본놈들의 악랄함을 또한번 상기시키는 영화 였습니다,actor,1
367,후반에 굳이 그렇게했어야?,story,0
368,존잼탱 퀄리티 대박 영화,story,1
369,파묘 일제치하 굴욕된 우리나리의 역사도 살짝 되돌아보고 좋았어요,story,1
370,파묘 정말 정말 재미있었다,story,1
371,천만 관객이 환호했다 오컬트 한국영화의 기록 유산 축하합니다,story,1
372,재미없진 않았지만 이정도급의 영화는 아닌듯 싶네요 홍보+타이밍 운이 좋았던거 같네요 개인적으론...하도 평이 좋아서 기대하고 봤지만 허무하네요 스토리도 갑자기 바뀌고 그래도 볼만은 합니다 요즘 볼거 없으니 고고,story,0
373,쫄깃쫄깃 마음이 쫄았어요 역시 천만 엉화,story,1
374,이거 꼭 봐야하는 영화. 전국민이 봤으면 좋겠어요,story,1
375,생각했던것보다 약간 무서웠지만 나름 재미 있었습니다.,story,1
376,중간에 갑자기 바뀌는 장르만 아니면 진짜 찐 별 5개 일듯..,story,0
377,연기력이좋습니다 재미있네요,story,1
378,올해 최고의 영화였습니다,story,1
379,조금 억지스러운 설정도 있었지만 배우들에 명연기에 너무 재밉고 흥미롭게 관람하였습니다,actor,1
380,"배우들의 연기, 오컬트적 긴장감, 스토리 전개 넘 좋았어효~^^~ 2시간이 금방 갔네효^^",story,1
381,천만영화를 늦게봤는데 재밌긴하나 천만읭?,story,0
382,좋았습니당. 잘 봤어요,story,1
383,그냥 무난했고 꼭 볼 필요는 없던 거 같아요,story,0
384,와 정 말 로 대 박 이 네 요.,story,1
385,배우들 연기도 재밌고 잘몰랏던 파묘라는 분야에 대해서 흥미도 생기게되네요~ 영화 곡성이 떠오르게되는 일본귀신,actor,1
386,호불호가 나뉜다지만 나는 호!!,story,0
387,중반 이후는 뇌절이라고 여기는 쪽인 1인,story,0
388,흥미로웠어요. 갑툭튀는 적고 분위기가 을씨년스러운게 더 긴장돼서 좋더라구요,directing,1
389,김고은 배우의 무당 연기는 정말 소름이 돋을정도로 최고네요. 파묘 긴장감있게 잘봤어요~~,actor,1
390,주말에 상영안해서 다른곳에서 보구 N차 관람 볼만합니다 배우자 연기가 일품^^!!,actor,1
391,오랜만에좋은관람되었습니다,story,1
392,오랜만에 너무 만족하는 시간이였습니다. 역시 좋은 영화는 극장에서 봐야 겠어요^^ 파묘 강추~~,story,1
393,기대 하나도 안했는데 너무 재밌게 봤어요 연기도 최고 !!!!,actor,1
394,공포물인데 .무서운 부분이.별로 없네요 저한테는.좀 공포감이.약함듯 싶니다.. 나름 잼나게.봄 ..,story,1
395,천만됐다기에 봤는데 기대에 미치지 못 했습니다.,story,0
396,꿀잼 꼭 보세요 진짜로 최민식배우님 레전드🙏🏻,actor,1
397,파묘 잘 보았습니다. ~~~~!!!!,story,1
398,정말 배우들연기 짱 역시 최민식배우님,actor,1
399,배우분들 연기 넘 좋았고 스토리도 신선해서 시간 가는줄 모르고 봤어요~😃,story,1
400,오싹하고 소름돋지만 아픈역사를 상기시켜줌. 이나라는 뭔 아픈역사가 왜 이리많은건지...,story,1
401,즐겁게 관람하고 갑니다!,story,1
402,느무느무 재미있게 봤어요,story,1
403,영화를 보면서 계속 생각하게 만들고 끝나고 나서도 많은 이야기를 할 정도로 좋은 영화였습니다,story,1
404,정말 매스컴에서 나온데로 김고은씨의 무당 연기는 소름이 돋을정도였다. 계속 긴장감을 느끼게 해준 영화였다.,actor,1
405,배우들 연기와 흡입력이 좋았다,actor,1
406,시간가는줄 모를정도로 몰입감 있네요~~,story,1
407,볼 만 했습니답! 배우들의 연기는 👍,actor,1
408,숨은 의미를 찾아보는 것도 재미있습니다,story,1
409,초반부부터 긴장감 있고 괜찮았습니다. 깜짝 놀라는 포인트는 그닥 없었는데도 음악과 분위기가 긴장감을 조성하네요. 후반쯤 가다가 엥?? 하는 순간이 있긴하지만 우리나라 정서와 잘 맞는 거 같아요.보고난 후에 많은 생각이 들게 만드는 영화입니다. 특히 김고은씨 굿 연기는.... 소름이 돋았어요^^,actor,1
410,배우들의 연기가 압권이였어요,actor,1
411,이도현씨 전역하세요 ㅋ,story,1
412,지루한 틈 없이 깊이있게 보았습니다.,story,1
413,"소재가 신선하고 전개가 스피드해 좋았어요.최민식,김고은의 연기도 인상에 남아요.",actor,1
414,역시 믿고 보는 배우 최민식^^ 반전의 배우 김고은. 짜임새가 좋고 긴장감과 서스펜션이 잘 어울러진 영화이네요~^^,story,1
415,내용이 갑자기 산으로 간 느낌이 없지 않아 있지만 몰입감은 최고였던 영화,story,1
416,소오름~~~~ 꿈에 나올까 무서웠어요,story,1
417,하나도 안 무섭고 잘 봤습니다,story,1
418,지루함 없이 재밌게 봤어요. 김고은씨 대살굿할때 어깨춤 매력적,story,1
419,오컬트에서 크리쳐로 뭐 그렇다고요,story,0
420,현실에서도 있을법한 내용 이라서 흥미롭고 긴장장 최고 배우분들의 연기는 두말읍죠잉~~할말이없네요~~,actor,1
421,천만찍을만했네요 재밌어용,story,1
422,재밌어요 긴장감 쵝오~! 굿~!,story,1
423,생각보다 안무섭내요ㅎㅎ 넘쫄 ㅎㅎ,story,1
424,재미있어요 하지만 화면이 어두워서 잘 안보였어요,story,1
425,연기 대박!!! 무섭기도 했지만 너무 좋았어요,actor,1
426,긴장감과 몰입도가 최고예요,story,1
427,영화의 허구성을 떠나서 2시간이 어떻게 지나갔는지 모를정도로 굉장히 흡인력있고 속도감있었음 스토리도 억지스럽지않고 토속신앙을 오컬트로 잘 버무려서 거북하지 않게 잘만든영화,story,1
428,마라탕 먹고싶다 꿔바로우 먹고싶다,story,0
429,이거 재미나네요! 보는동안 잔인하지 않은데 무섭고 긴장되고 왜 1000만이 본건지 알겠어요!,story,1
430,기대보다 훨씬재밌게봤습니다!!,story,1
431,왜 천만인지 연기로 내용으로 보여줌 역시 호불호는 있겠지만,story,0
432,다른 수식어가 필요없습니다. 할 수 있는 말은 꼭 봐라!! 봤다면 두 번 봐라!!,story,1
